timestamp,category,variant,benchmark,model,split,method,seed,success_rate,success_rate_ci_low,success_rate_ci_high,worst_seed_sr,cvar_failure,avg_cost,llm_call_rate,ece,brier,alpha,epsilon,bundle_path
2026-04-26T16:05:28.751577,cvar_sweep,alpha_0_15_eps_0_10,all,all,test,llm_only,0,1.0,1.0,1.0,1.0,0.0,3302.1739130434785,1.0,,,0.15,0.1,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_10/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.751579,cvar_sweep,alpha_0_15_eps_0_10,all,all,test,entropy_router,0,0.8342391304347826,0.8218599033816425,0.8469278381642512,0.8342391304347826,0.1657608695652174,70.68900966183575,0.0016041425981655289,,,0.15,0.1,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_10/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.779154,cvar_sweep,alpha_0_15_eps_0_20,all,all,test,r2v,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,0.11076361667268356,0.23788577310539727,0.15,0.2,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_20/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.779179,cvar_sweep,alpha_0_15_eps_0_20,all,all,test,slm_only,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,,,0.15,0.2,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_20/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.779187,cvar_sweep,alpha_0_15_eps_0_20,all,all,test,llm_only,0,1.0,1.0,1.0,1.0,0.0,3302.1739130434785,1.0,,,0.15,0.2,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_20/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.779191,cvar_sweep,alpha_0_15_eps_0_20,all,all,test,entropy_router,0,0.8342391304347826,0.8218599033816425,0.8469278381642512,0.8342391304347826,0.1657608695652174,70.68900966183575,0.0016041425981655289,,,0.15,0.2,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_20/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.806819,cvar_sweep,alpha_0_15_eps_0_30,all,all,test,r2v,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,0.10967366507944701,0.23920644702675367,0.15,0.3,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_30/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.806840,cvar_sweep,alpha_0_15_eps_0_30,all,all,test,slm_only,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,,,0.15,0.3,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_30/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.806848,cvar_sweep,alpha_0_15_eps_0_30,all,all,test,llm_only,0,1.0,1.0,1.0,1.0,0.0,3302.1739130434785,1.0,,,0.15,0.3,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_30/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.806855,cvar_sweep,alpha_0_15_eps_0_30,all,all,test,entropy_router,0,0.8342391304347826,0.8218599033816425,0.8469278381642512,0.8342391304347826,0.1657608695652174,70.68900966183575,0.0016041425981655289,,,0.15,0.3,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_30/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.833576,cvar_sweep,alpha_0_15_eps_0_40,all,all,test,r2v,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,0.11648374145745506,0.24024173140508917,0.15,0.4,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_40/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.833590,cvar_sweep,alpha_0_15_eps_0_40,all,all,test,slm_only,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,,,0.15,0.4,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_40/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.833593,cvar_sweep,alpha_0_15_eps_0_40,all,all,test,llm_only,0,1.0,1.0,1.0,1.0,0.0,3302.1739130434785,1.0,,,0.15,0.4,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_40/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.833596,cvar_sweep,alpha_0_15_eps_0_40,all,all,test,entropy_router,0,0.8342391304347826,0.8218599033816425,0.8469278381642512,0.8342391304347826,0.1657608695652174,70.68900966183575,0.0016041425981655289,,,0.15,0.4,results/paper_experiments/cvar_sweep/alpha_0_15_eps_0_40/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.859074,cvar_sweep,alpha_0_20_eps_0_05,all,all,test,r2v,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,0.11242529854398263,0.24007188580414313,0.2,0.05,results/paper_experiments/cvar_sweep/alpha_0_20_eps_0_05/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.859097,cvar_sweep,alpha_0_20_eps_0_05,all,all,test,slm_only,0,0.8260869565217391,0.8134057971014492,0.8387681159420289,0.8260869565217391,0.17391304347826086,66.04347826086956,0.0,,,0.2,0.05,results/paper_experiments/cvar_sweep/alpha_0_20_eps_0_05/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.859110,cvar_sweep,alpha_0_20_eps_0_05,all,all,test,llm_only,0,1.0,1.0,1.0,1.0,0.0,3302.1739130434785,1.0,,,0.2,0.05,results/paper_experiments/cvar_sweep/alpha_0_20_eps_0_05/structured_results/eval_unknown_noisy_2026-04-26.json
2026-04-26T16:05:28.859117,cvar_sweep,alpha_0_20_eps_0_05,all,all,test,entropy_router,0,0.8342391304347826,0.8218599033816425,0.8469278381642512,0.8342391304347826,0.1657608695652174,70.68900966183575,0.0016041425981655289,,,0.2,0.05,results/paper_experiments/cvar_sweep/alpha_0_20_eps_0_05/structured_results/eval_unknown_noisy_2026-04-26.json
